( 0 , 0 ) (0, 0, 0)
( 29 , 6 ) (21, 101, 192)
( 29 , 7 ) (21, 101, 192)
( 29 , 8 ) (21, 101, 192)
( 29 , 9 ) (21, 101, 192)
( 29 , 10 ) (21, 101, 192)
( 29 , 11 ) (21, 101, 192)
( 29 , 12 ) (21, 101, 192)
( 29 , 13 ) (21, 101, 192)
( 29 , 14 ) (21, 101, 192)
( 29 , 15 ) (21, 101, 192)
( 29 , 16 ) (0, 0, 0)
( 29 , 17 ) (0, 0, 0)
( 29 , 18 ) (255, 193, 7)
( 29 , 19 ) (255, 193, 7)
( 29 , 20 ) (255, 193, 7)
( 29 , 21 ) (255, 193, 7)
( 29 , 22 ) (255, 193, 7)
( 29 , 23 ) (255, 193, 7)
( 29 , 24 ) (255, 193, 7)
( 29 , 25 ) (255, 193, 7)
( 29 , 26 ) (255, 193, 7)
( 29 , 27 ) (255, 193, 7)
( 29 , 28 ) (255, 193, 7)
( 29 , 29 ) (255, 193, 7)
( 29 , 30 ) (0, 0, 0)
( 29 , 31 ) (0, 0, 0)
( 29 , 32 ) (33, 150, 243)
( 29 , 33 ) (33, 150, 243)
( 29 , 34 ) (33, 150, 243)
( 29 , 35 ) (33, 150, 243)
( 29 , 36 ) (33, 150, 243)
( 29 , 37 ) (33, 150, 243)
( 29 , 38 ) (33, 150, 243)
( 29 , 39 ) (33, 150, 243)
( 29 , 40 ) (33, 150, 243)
( 29 , 41 ) (33, 150, 243)
( 29 , 42 ) (33, 150, 243)
( 29 , 43 ) (33, 150, 243)
( 29 , 44 ) (0, 0, 0)
( 29 , 45 ) (0, 0, 0)
( 29 , 46 ) (0, 0, 0)
( 29 , 47 ) (0, 0, 0)
( 30 , 0 ) (0, 0, 0)
( 30 , 1 ) (0, 0, 0)
( 30 , 2 ) (0, 0, 0)
( 30 , 3 ) (0, 0, 0)
( 30 , 4 ) (0, 0, 0)
( 30 , 5 ) (0, 0, 0)
( 30 , 6 ) (0, 0, 0)
( 30 , 7 ) (0, 0, 0)
( 30 , 8 ) (0, 0, 0)
( 30 , 9 ) (0, 0, 0)
( 30 , 10 ) (0, 0, 0)
( 30 , 11 ) (0, 0, 0)
( 30 , 12 ) (0, 0, 0)
( 30 , 13 ) (0, 0, 0)
( 30 , 14 ) (0, 0, 0)
( 30 , 15 ) (0, 0, 0)
( 30 , 16 ) (0, 0, 0)
( 30 , 17 ) (0, 0, 0)
( 30 , 18 ) (0, 0, 0)
( 30 , 19 ) (0, 0, 0)
( 30 , 20 ) (0, 0, 0)
( 30 , 21 ) (0, 0, 0)
( 30 , 22 ) (0, 0, 0)
( 30 , 23 ) (0, 0, 0)
( 30 , 24 ) (0, 0, 0)
( 30 , 25 ) (0, 0, 0)
( 30 , 26 ) (0, 0, 0)
( 30 , 27 ) (0, 0, 0)
( 30 , 28 ) (0, 0, 0)
( 30 , 29 ) (0, 0, 0)
( 30 , 30 ) (0, 0, 0)
( 30 , 31 ) (0, 0, 0)
( 30 , 32 ) (0, 0, 0)
( 30 , 33 ) (0, 0, 0)
( 30 , 34 ) (0, 0, 0)
( 30 , 35 ) (0, 0, 0)
( 30 , 36 ) (0, 0, 0)
( 30 , 37 ) (0, 0, 0)
( 30 , 38 ) (0, 0, 0)
( 30 , 39 ) (0, 0, 0)
( 30 , 40 ) (0, 0, 0)
( 30 , 41 ) (0, 0, 0)
( 30 , 42 ) (0, 0, 0)
( 30 , 43 ) (0, 0, 0)
( 30 , 44 ) (0, 0, 0)
( 30 , 45 ) (0, 0, 0)
( 30 , 46 ) (0, 0, 0)
( 30 , 47 ) (0, 0, 0)
( 31 , 0 ) (0, 0, 0)
( 31 , 1 ) (0, 0, 0)
( 31 , 2 ) (0, 0, 0)
( 31 , 3 ) (0, 0, 0)
( 31 , 4 ) (0, 0, 0)
( 31 , 5 ) (0, 0, 0)
( 31 , 6 ) (0, 0, 0)
( 31 , 7 ) (0, 0, 0)
( 31 , 8 ) (0, 0, 0)
( 31 , 9 ) (0, 0, 0)
( 31 , 10 ) (0, 0, 0)
( 31 , 11 ) (0, 0, 0)
( 31 , 12 ) (0, 0, 0)
( 31 , 13 ) (0, 0, 0)
( 31 , 14 ) (0, 0, 0)
( 31 , 15 ) (0, 0, 0)
( 31 , 16 ) (0, 0, 0)
( 31 , 17 ) (0, 0, 0)
( 31 , 18 ) (0, 0, 0)
( 31 , 19 ) (0, 0, 0)
( 31 , 20 ) (0, 0, 0)
( 31 , 21 ) (0, 0, 0)
( 31 , 22 ) (0, 0, 0)
( 31 , 23 ) (0, 0, 0)
( 31 , 24 ) (0, 0, 0)
( 31 , 25 ) (0, 0, 0)
( 31 , 26 ) (0, 0, 0)
( 31 , 27 ) (0, 0, 0)
( 31 , 28 ) (0, 0, 0)
( 31 , 29 ) (0, 0, 0)
( 31 , 30 ) (0, 0, 0)
( 31 , 31 ) (0, 0, 0)
( 31 , 32 ) (0, 0, 0)
( 31 , 33 ) (0, 0, 0)
( 31 , 34 ) (0, 0, 0)
( 31 , 35 ) (0, 0, 0)
( 31 , 36 ) (0, 0, 0)
( 31 , 37 ) (0, 0, 0)
( 31 , 38 ) (0, 0, 0)
( 31 , 39 ) (0, 0, 0)
( 31 , 40 ) (0, 0, 0)
( 31 , 41 ) (0, 0, 0)
( 31 , 42 ) (0, 0, 0)
( 31 , 43 ) (0, 0, 0)
( 31 , 44 ) (0, 0, 0)
( 31 , 45 ) (0, 0, 0)
( 31 , 46 ) (0, 0, 0)
( 31 , 47 ) (0, 0, 0)
( 32 , 0 ) (0, 0, 0)
( 32 , 1 ) (0, 0, 0)
( 32 , 2 ) (0, 0, 0)
( 32 , 3 ) (0, 0, 0)
( 32 , 4 ) (33, 150, 243)
( 32 , 5 ) (33, 150, 243)
( 32 , 6 ) (33, 150, 243)
( 32 , 7 ) (33, 150, 243)
( 32 , 8 ) (33, 150, 243)
( 32 , 9 ) (33, 150, 243)
( 32 , 10 ) (33, 150, 243)
( 32 , 11 ) (33, 150, 243)
( 32 , 12 ) (33, 150, 243)
( 32 , 13 ) (33, 150, 243)
( 32 , 14 ) (33, 150, 243)
( 32 , 15 ) (33, 150, 243)
( 32 , 16 ) (0, 0, 0)
( 32 , 17 ) (0, 0, 0)
( 32 , 18 ) (21, 101, 192)
( 32 , 19 ) (21, 101, 192)
( 32 , 20 ) (21, 101, 192)
( 32 , 21 ) (21, 101, 192)
( 32 , 22 ) (21, 101, 192)
( 32 , 23 ) (21, 101, 192)
( 32 , 24 ) (21, 101, 192)
( 32 , 25 ) (21, 101, 192)
( 32 , 26 ) (21, 101, 192)
( 32 , 27 ) (21, 101, 192)
( 32 , 28 ) (21, 101, 192)
( 32 , 29 ) (21, 101, 192)
( 32 , 30 ) (0, 0, 0)
( 32 , 31 ) (0, 0, 0)
( 32 , 32 ) (124, 179, 66)
( 32 , 33 ) (124, 179, 66)
( 32 , 34 ) (124, 179, 66)
( 32 , 35 ) (124, 179, 66)
( 32 , 36 ) (124, 179, 66)
( 32 , 37 ) (124, 179, 66)
( 32 , 38 ) (124, 179, 66)
( 32 , 39 ) (124, 179, 66)
( 32 , 40 ) (124, 179, 66)
( 32 , 41 ) (124, 179, 66)
( 32 , 42 ) (124, 179, 66)
( 32 , 43 ) (124, 179, 66)
( 32 , 44 ) (0, 0, 0)
( 32 , 45 ) (0, 0, 0)
( 32 , 46 ) (0, 0, 0)
( 32 , 47 ) (0, 0, 0)
( 33 , 0 ) (0, 0, 0)
( 33 , 1 ) (0, 0, 0)
( 33 , 2 ) (0, 0, 0)
( 33 , 3 ) (0, 0, 0)
( 33 , 4 ) (33, 150, 243)
( 33 , 5 ) (33, 150, 243)
( 33 , 6 ) (33, 150, 243)
( 33 , 7 ) (33, 150, 243)
( 33 , 8 ) (33, 150, 243)
( 33 , 9 ) (33, 150, 243)
( 33 , 10 ) (33, 150, 243)
( 33 , 11 ) (135, 198, 248)
( 33 , 12 ) (218, 238, 252)
( 33 , 13 ) (134, 198, 248)
( 33 , 14 ) (33, 150, 243)
( 33 , 15 ) (33, 150, 243)
( 33 , 16 ) (0, 0, 0)
( 33 , 17 ) (0, 0, 0)
( 33 , 18 ) (21, 101, 192)
( 33 , 19 ) (21, 101, 192)
( 33 , 20 ) (21, 101, 192)
( 33 , 21 ) (21, 101, 192)
( 33 , 22 ) (21, 101, 192)
( 33 , 23 ) (27, 104, 187)
( 33 , 24 ) (27, 104, 187)
( 33 , 25 ) (21, 101, 192)
( 33 , 26 ) (21, 101, 192)
( 33 , 27 ) (21, 101, 192)
( 33 , 28 ) (21, 101, 192)
( 33 , 29 ) (21, 101, 192)
( 33 , 30 ) (0, 0, 0)
( 33 , 31 ) (0, 0, 0)
( 33 , 32 ) (124, 179, 66)
( 33 , 33 ) (124, 179, 66)
( 33 , 34 ) (124, 179, 66)
( 33 , 35 ) (124, 179, 66)
( 33 , 36 ) (127, 180, 70)
( 33 , 37 ) (124, 179, 66)
( 33 , 38 ) (124, 179, 66)
( 33 , 39 ) (127, 180, 70)
( 33 , 40 ) (124, 179, 66)
( 33 , 41 ) (124, 179, 66)
( 33 , 42 ) (124, 179, 66)
( 33 , 43 ) (124, 179, 66)
( 33 , 44 ) (0, 0, 0)
( 33 , 45 ) (0, 0, 0)
( 33 , 46 ) (0, 0, 0)
( 33 , 47 ) (0, 0, 0)
( 34 , 0 ) (0, 0, 0)
( 34 , 1 ) (0, 0, 0)
( 34 , 2 ) (0, 0, 0)
( 34 , 3 ) (0, 0, 0)
( 34 , 4 ) (33, 150, 243)
( 34 , 5 ) (150, 200, 197)
( 34 , 6 ) (245, 240, 161)
( 34 , 7 ) (149, 200, 198)
( 34 , 8 ) (33, 150, 243)
( 34 , 9 ) (33, 150, 243)
( 34 , 10 ) (33, 150, 243)
( 34 , 11 ) (219, 239, 253)
( 34 , 12 ) (227, 242, 253)
( 34 , 13 ) (223, 240, 253)
( 34 , 14 ) (33, 150, 243)
( 34 , 15 ) (33, 150, 243)
( 34 , 16 ) (0, 0, 0)
( 34 , 17 ) (0, 0, 0)
( 34 , 18 ) (21, 101, 192)
( 34 , 19 ) (21, 101, 192)
( 34 , 20 ) (21, 101, 192)
( 34 , 21 ) (21, 101, 192)
( 34 , 22 ) (27, 104, 187)
( 34 , 23 ) (184, 165, 63)
( 34 , 24 ) (184, 165, 63)
( 34 , 25 ) (27, 104, 187)
( 34 , 26 ) (21, 101, 192)
( 34 , 27 ) (21, 101, 192)
( 34 , 28 ) (21, 101, 192)
( 34 , 29 ) (21, 101, 192)
( 34 , 30 ) (0, 0, 0)
( 34 , 31 ) (0, 0, 0)
( 34 , 32 ) (124, 179, 66)
( 34 , 33 ) (124, 179, 66)
( 34 , 34 ) (124, 179, 66)
( 34 , 35 ) (207, 227, 186)
( 34 , 36 ) (254, 254, 254)
( 34 , 37 ) (192, 218, 164)
( 34 , 38 ) (207, 227, 185)
( 34 , 39 ) (254, 254, 254)
( 34 , 40 ) (193, 219, 165)
( 34 , 41 ) (124, 179, 66)
( 34 , 42 ) (124, 179, 66)
( 34 , 43 ) (124, 179, 66)
( 34 , 44 ) (0, 0, 0)
( 34 , 45 ) (0, 0, 0)
( 34 , 46 ) (0, 0, 0)
( 34 , 47 ) (0, 0, 0)
( 35 , 0 ) (0, 0, 0)
( 35 , 1 ) (0, 0, 0)
( 35 , 2 ) (0, 0, 0)
( 35 , 3 ) (0, 0, 0)
( 35 , 4 ) (33, 150, 243)
( 35 , 5 ) (245, 240, 160)
( 35 , 6 ) (255, 245, 157)
( 35 , 7 ) (245, 240, 161)
( 35 , 8 ) (33, 150, 243)
( 35 , 9 ) (90, 177, 246)
( 35 , 10 ) (206, 231, 252)
( 35 , 11 ) (222, 240, 252)
( 35 , 12 ) (227, 242, 253)
( 35 , 13 ) (227, 242, 253)
( 35 , 14 ) (33, 150, 243)
( 35 , 15 ) (33, 150, 243)
( 35 , 16 ) (0, 0, 0)
( 35 , 17 ) (0, 0, 0)
( 35 , 18 ) (21, 101, 192)
( 35 , 19 ) (21, 101, 192)
( 35 , 20 ) (21, 101, 192)
( 35 , 21 ) (255, 193, 7)
( 35 , 22 ) (255, 193, 7)
( 35 , 23 ) (255, 193, 7)
( 35 , 24 ) (255, 193, 7)
( 35 , 25 ) (255, 193, 7)
( 35 , 26 ) (255, 193, 7)
( 35 , 27 ) (21, 101, 192)
( 35 , 28 ) (21, 101, 192)
( 35 , 29 ) (21, 101, 192)
( 35 , 30 ) (0, 0, 0)
( 35 , 31 ) (0, 0, 0)
( 35 , 32 ) (124, 179, 66)
( 35 , 33 ) (124, 179, 66)
( 35 , 34 ) (127, 180, 70)
( 35 , 35 ) (253, 254, 253)
( 35 , 36 ) (255, 255, 255)
( 35 , 37 ) (244, 248, 240)
( 35 , 38 ) (254, 254, 254)
( 35 , 39 ) (255, 255, 255)
( 35 , 40 ) (241, 247, 235)
( 35 , 41 ) (124, 179, 66)
( 35 , 42 ) (124, 179, 66)
( 35 , 43 ) (124, 179, 66)
( 35 , 44 ) (0, 0, 0)
( 35 , 45 ) (0, 0, 0)
( 35 , 46 ) (0, 0, 0)
( 35 , 47 ) (0, 0, 0)
( 36 , 0 ) (0, 0, 0)
( 36 , 1 ) (0, 0, 0)
( 36 , 2 ) (0, 0, 0)
( 36 , 3 ) (0, 0, 0)
( 36 , 4 ) (33, 150, 243)
( 36 , 5 ) (149, 200, 198)
( 36 , 6 ) (244, 241, 161)
( 36 , 7 ) (148, 199, 198)
( 36 , 8 ) (33, 150, 243)
( 36 , 9 ) (206, 232, 252)
( 36 , 10 ) (227, 242, 253)
( 36 , 11 ) (227, 241, 253)
( 36 , 12 ) (227, 242, 253)
( 36 , 13 ) (227, 242, 253)
( 36 , 14 ) (33, 150, 243)
( 36 , 15 ) (33, 150, 243)
( 36 , 16 ) (0, 0, 0)
( 36 , 17 ) (0, 0, 0)
( 36 , 18 ) (21, 101, 192)
( 36 , 19 ) (21, 101, 192)
( 36 , 20 ) (27, 104, 187)
( 36 , 21 ) (255, 193, 7)
( 36 , 22 ) (255, 209, 71)
( 36 , 23 ) (255, 242, 201)
( 36 , 24 ) (255, 242, 201)
( 36 , 25 ) (255, 209, 69)
( 36 , 26 ) (255, 193, 7)
( 36 , 27 ) (27, 104, 187)
( 36 , 28 ) (21, 101, 192)
( 36 , 29 ) (21, 101, 192)
( 36 , 30 ) (0, 0, 0)
( 36 , 31 ) (0, 0, 0)
( 36 , 32 ) (124, 179, 66)
( 36 , 33 ) (127, 180, 70)
( 36 , 34 ) (177, 210, 142)
( 36 , 35 ) (209, 228, 188)
( 36 , 36 ) (253, 254, 252)
( 36 , 37 ) (255, 234, 170)
( 36 , 38 ) (255, 231, 161)
( 36 , 39 ) (251, 252, 246)
( 36 , 40 ) (205, 226, 183)
( 36 , 41 ) (171, 206, 134)
( 36 , 42 ) (125, 179, 67)
( 36 , 43 ) (124, 179, 66)
( 36 , 44 ) (0, 0, 0)
( 36 , 45 ) (0, 0, 0)
( 36 , 46 ) (0, 0, 0)
( 36 , 47 ) (0, 0, 0)
( 37 , 0 ) (0, 0, 0)
( 37 , 1 ) (0, 0, 0)
( 37 , 2 ) (0, 0, 0)
( 37 , 3 ) (0, 0, 0)
( 37 , 4 ) (33, 150, 243)
( 37 , 5 ) (33, 150, 243)
( 37 , 6 ) (33, 150, 243)
( 37 , 7 ) (33, 150, 243)
( 37 , 8 ) (33, 150, 243)
( 37 , 9 ) (206, 231, 252)
( 37 , 10 ) (227, 242, 253)
( 37 , 11 ) (227, 242, 253)
( 37 , 12 ) (227, 242, 253)
( 37 , 13 ) (227, 242, 253)
( 37 , 14 ) (33, 150, 243)
( 37 , 15 ) (33, 150, 243)
( 37 , 16 ) (0, 0, 0)
( 37 , 17 ) (0, 0, 0)
( 37 , 18 ) (21, 101, 192)
( 37 , 19 ) (27, 103, 187)
( 37 , 20 ) (184, 165, 63)
( 37 , 21 ) (255, 193, 7)
( 37 , 22 ) (255, 242, 202)
( 37 , 23 ) (255, 248, 225)
( 37 , 24 ) (255, 248, 225)
( 37 , 25 ) (255, 242, 201)
( 37 , 26 ) (255, 193, 7)
( 37 , 27 ) (184, 165, 63)
( 37 , 28 ) (27, 103, 187)
( 37 , 29 ) (21, 101, 192)
( 37 , 30 ) (0, 0, 0)
( 37 , 31 ) (0, 0, 0)
( 37 , 32 ) (124, 179, 66)
( 37 , 33 ) (181, 212, 148)
( 37 , 34 ) (255, 255, 255)
( 37 , 35 ) (255, 255, 255)
( 37 , 36 ) (247, 231, 167)
( 37 , 37 ) (255, 193, 7)
( 37 , 38 ) (255, 193, 7)
( 37 , 39 ) (250, 226, 146)
( 37 , 40 ) (255, 255, 255)
( 37 , 41 ) (255, 255, 255)
( 37 , 42 ) (166, 203, 126)
( 37 , 43 ) (124, 179, 66)
( 37 , 44 ) (0, 0, 0)
( 37 , 45 ) (0, 0, 0)
( 37 , 46 ) (0, 0, 0)
( 37 , 47 ) (0, 0, 0)
( 38 , 0 ) (0, 0, 0)
( 38 , 1 ) (0, 0, 0)
( 38 , 2 ) (0, 0, 0)
( 38 , 3 ) (0, 0, 0)
( 38 , 4 ) (33, 150, 243)
( 38 , 5 ) (33, 150, 243)
( 38 , 6 ) (33, 150, 243)
( 38 , 7 ) (33, 150, 243)
( 38 , 8 ) (90, 177, 246)
( 38 , 9 ) (212, 234, 252)
( 38 , 10 ) (224, 240, 253)
( 38 , 11 ) (220, 239, 253)
( 38 , 12 ) (227, 242, 253)
( 38 , 13 ) (227, 242, 253)
( 38 , 14 ) (33, 150, 243)
( 38 , 15 ) (33, 150, 243)
( 38 , 16 ) (0, 0, 0)
( 38 , 17 ) (0, 0, 0)
( 38 , 18 ) (21, 101, 192)
( 38 , 19 ) (27, 103, 187)
( 38 , 20 ) (190, 167, 58)
( 38 , 21 ) (255, 193, 7)
( 38 , 22 ) (255, 242, 201)
( 38 , 23 ) (255, 248, 225)
( 38 , 24 ) (255, 248, 225)
( 38 , 25 ) (255, 242, 200)
( 38 , 26 ) (255, 193, 7)
( 38 , 27 ) (190, 167, 58)
( 38 , 28 ) (27, 103, 187)
( 38 , 29 ) (21, 101, 192)
( 38 , 30 ) (0, 0, 0)
( 38 , 31 ) (0, 0, 0)
( 38 , 32 ) (124, 179, 66)
( 38 , 33 ) (175, 209, 139)
( 38 , 34 ) (255, 255, 255)
( 38 , 35 ) (255, 255, 255)
( 38 , 36 ) (241, 228, 158)
( 38 , 37 ) (255, 193, 7)
( 38 , 38 ) (255, 193, 7)
( 38 , 39 ) (246, 224, 140)
( 38 , 40 ) (255, 255, 255)
( 38 , 41 ) (255, 255, 255)
( 38 , 42 ) (159, 199, 116)
( 38 , 43 ) (124, 179, 66)
( 38 , 44 ) (0, 0, 0)
( 38 , 45 ) (0, 0, 0)
( 38 , 46 ) (0, 0, 0)
( 38 , 47 ) (0, 0, 0)
( 39 , 0 ) (0, 0, 0)
( 39 , 1 ) (0, 0, 0)
( 39 , 2 ) (0, 0, 0)
( 39 , 3 ) (0, 0, 0)
( 39 , 4 ) (33, 150, 243)
( 39 , 5 ) (33, 150, 243)
( 39 , 6 ) (33, 150, 243)
( 39 , 7 ) (33, 150, 243)
( 39 , 8 ) (206, 232, 252)
( 39 , 9 ) (227, 242, 253)
( 39 , 10 ) (227, 242, 253)
( 39 , 11 ) (221, 239, 253)
( 39 , 12 ) (227, 242, 253)
( 39 , 13 ) (227, 242, 253)
( 39 , 14 ) (33, 150, 243)
( 39 , 15 ) (33, 150, 243)
( 39 , 16 ) (0, 0, 0)
( 39 , 17 ) (0, 0, 0)
( 39 , 18 ) (21, 101, 192)
( 39 , 19 ) (21, 101, 192)
( 39 , 20 ) (28, 104, 186)
( 39 , 21 ) (255, 193, 7)
( 39 , 22 ) (255, 209, 69)
( 39 , 23 ) (255, 242, 200)
( 39 , 24 ) (255, 242, 200)
( 39 , 25 ) (255, 209, 69)
( 39 , 26 ) (255, 193, 7)
( 39 , 27 ) (28, 104, 186)
( 39 , 28 ) (21, 101, 192)
( 39 , 29 ) (21, 101, 192)
( 39 , 30 ) (0, 0, 0)
( 39 , 31 ) (0, 0, 0)
( 39 , 32 ) (124, 179, 66)
( 39 , 33 ) (125, 179, 67)
( 39 , 34 ) (163, 201, 122)
( 39 , 35 ) (201, 224, 178)
( 39 , 36 ) (254, 254, 254)
( 39 , 37 ) (255, 234, 172)
( 39 , 38 ) (255, 232, 162)
( 39 , 39 ) (254, 254, 251)
( 39 , 40 ) (204, 225, 181)
( 39 , 41 ) (156, 198, 113)
( 39 , 42 ) (124, 179, 66)
( 39 , 43 ) (124, 179, 66)
( 39 , 44 ) (0, 0, 0)
( 39 , 45 ) (0, 0, 0)
( 39 , 46 ) (0, 0, 0)
( 39 , 47 ) (0, 0, 0)
( 40 , 0 ) (0, 0, 0)
( 40 , 1 ) (0, 0, 0)
( 40 , 2 ) (0, 0, 0)
( 40 , 3 ) (0, 0, 0)
( 40 , 4 ) (33, 150, 243)
( 40 , 5 ) (33, 150, 243)
( 40 , 6 ) (33, 150, 243)
( 40 , 7 ) (33, 150, 243)
( 40 , 8 ) (206, 231, 252)
( 40 , 9 ) (227, 242, 253)
( 40 , 10 ) (227, 242, 253)
( 40 , 11 ) (226, 241, 253)
( 40 , 12 ) (227, 242, 253)
( 40 , 13 ) (227, 242, 253)
( 40 , 14 ) (33, 150, 243)
( 40 , 15 ) (33, 150, 243)
( 40 , 16 ) (0, 0, 0)
( 40 , 17 ) (0, 0, 0)
( 40 , 18 ) (21, 101, 192)
( 40 , 19 ) (21, 101, 192)
( 40 , 20 ) (21, 101, 192)
( 40 , 21 ) (255, 193, 7)
( 40 , 22 ) (255, 193, 7)
( 40 , 23 ) (255, 193, 7)
( 40 , 24 ) (255, 193, 7)
( 40 , 25 ) (255, 193, 7)
( 40 , 26 ) (255, 193, 7)
( 40 , 27 ) (21, 101, 192)
( 40 , 28 ) (21, 101, 192)
( 40 , 29 ) (21, 101, 192)
( 40 , 30 ) (0, 0, 0)
( 40 , 31 ) (0, 0, 0)
( 40 , 32 ) (124, 179, 66)
( 40 , 33 ) (124, 179, 66)
( 40 , 34 ) (124, 179, 66)
( 40 , 35 ) (250, 252, 248)
( 40 , 36 ) (255, 255, 255)
( 40 , 37 ) (251, 252, 249)
( 40 , 38 ) (253, 254, 252)
( 40 , 39 ) (255, 255, 255)
( 40 , 40 ) (242, 247, 236)
( 40 , 41 ) (124, 179, 66)
( 40 , 42 ) (124, 179, 66)
( 40 , 43 ) (124, 179, 66)
( 40 , 44 ) (0, 0, 0)
( 40 , 45 ) (0, 0, 0)
( 40 , 46 ) (0, 0, 0)
( 40 , 47 ) (0, 0, 0)
( 41 , 0 ) (0, 0, 0)
( 41 , 1 ) (0, 0, 0)
( 41 , 2 ) (0, 0, 0)
( 41 , 3 ) (0, 0, 0)
( 41 , 4 ) (33, 150, 243)
( 41 , 5 ) (33, 150, 243)
( 41 , 6 ) (33, 150, 243)
( 41 , 7 ) (33, 150, 243)
( 41 , 8 ) (89, 176, 245)
( 41 , 9 ) (205, 231, 252)
( 41 , 10 ) (205, 231, 252)
( 41 , 11 ) (215, 236, 252)
( 41 , 12 ) (227, 242, 253)
( 41 , 13 ) (223, 240, 253)
( 41 , 14 ) (33, 150, 243)
( 41 , 15 ) (33, 150, 243)
( 41 , 16 ) (0, 0, 0)
( 41 , 17 ) (0, 0, 0)
( 41 , 18 ) (21, 101, 192)
( 41 , 19 ) (21, 101, 192)
( 41 , 20 ) (21, 101, 192)
( 41 , 21 ) (21, 101, 192)
( 41 , 22 ) (28, 104, 186)
( 41 , 23 ) (190, 167, 58)
( 41 , 24 ) (190, 167, 58)
( 41 , 25 ) (28, 104, 186)
( 41 , 26 ) (21, 101, 192)
( 41 , 27 ) (21, 101, 192)
( 41 , 28 ) (21, 101, 192)
( 41 , 29 ) (21, 101, 192)
( 41 , 30 ) (0, 0, 0)
( 41 , 31 ) (0, 0, 0)
( 41 , 32 ) (124, 179, 66)
( 41 , 33 ) (124, 179, 66)
( 41 , 34 ) (124, 179, 66)
( 41 , 35 ) (193, 219, 166)
( 41 , 36 ) (248, 251, 245)
( 41 , 37 ) (192, 218, 164)
( 41 , 38 ) (193, 219, 165)
( 41 , 39 ) (241, 247, 235)
( 41 , 40 ) (181, 212, 148)
( 41 , 41 ) (124, 179, 66)
( 41 , 42 ) (124, 179, 66)
( 41 , 43 ) (124, 179, 66)
( 41 , 44 ) (0, 0, 0)
( 41 , 45 ) (0, 0, 0)
( 41 , 46 ) (0, 0, 0)
( 41 , 47 ) (0, 0, 0)
( 42 , 0 ) (0, 0, 0)
( 42 , 1 ) (0, 0, 0)
( 42 , 2 ) (0, 0, 0)
( 42 , 3 ) (0, 0, 0)
( 42 , 4 ) (33, 150, 243)
( 42 , 5 ) (33, 150, 243)
( 42 , 6 ) (33, 150, 243)
( 42 , 7 ) (33, 150, 243)
( 42 , 8 ) (33, 150, 243)
( 42 , 9 ) (33, 150, 243)
( 42 , 10 ) (33, 150, 243)
( 42 , 11 ) (134, 198, 248)
( 42 , 12 ) (217, 238, 252)
( 42 , 13 ) (134, 197, 248)
( 42 , 14 ) (33, 150, 243)
( 42 , 15 ) (33, 150, 243)
( 42 , 16 ) (0, 0, 0)
( 42 , 17 ) (0, 0, 0)
( 42 , 18 ) (21, 101, 192)
( 42 , 19 ) (21, 101, 192)
( 42 , 20 ) (21, 101, 192)
( 42 , 21 ) (21, 101, 192)
( 42 , 22 ) (21, 101, 192)
( 42 , 23 ) (28, 104, 186)
( 42 , 24 ) (28, 104, 186)
( 42 , 25 ) (21, 101, 192)
( 42 , 26 ) (21, 101, 192)
( 42 , 27 ) (21, 101, 192)
( 42 , 28 ) (21, 101, 192)
( 42 , 29 ) (21, 101, 192)
( 42 , 30 ) (0, 0, 0)
( 42 , 31 ) (0, 0, 0)
( 42 , 32 ) (124, 179, 66)
( 42 , 33 ) (124, 179, 66)
( 42 , 34 ) (124, 179, 66)
( 42 , 35 ) (124, 179, 66)
( 42 , 36 ) (124, 179, 66)
( 42 , 37 ) (124, 179, 66)
( 42 , 38 ) (124, 179, 66)
( 42 , 39 ) (124, 179, 66)
( 42 , 40 ) (124, 179, 66)
( 42 , 41 ) (124, 179, 66)
( 42 , 42 ) (124, 179, 66)
( 42 , 43 ) (124, 179, 66)
( 42 , 44 ) (0, 0, 0)
( 42 , 45 ) (0, 0, 0)
( 42 , 46 ) (0, 0, 0)
( 42 , 47 ) (0, 0, 0)
( 43 , 0 ) (0, 0, 0)
( 43 , 1 ) (0, 0, 0)
( 43 , 2 ) (0, 0, 0)
( 43 , 3 ) (0, 0, 0)
( 43 , 4 ) (33, 150, 243)
( 43 , 5 ) (33, 150, 243)
( 43 , 6 ) (33, 150, 243)
( 43 , 7 ) (33, 150, 243)
( 43 , 8 ) (33, 150, 243)
( 43 , 9 ) (33, 150, 243)
( 43 , 10 ) (33, 150, 243)
( 43 , 11 ) (33, 150, 243)
( 43 , 12 ) (33, 150, 243)
( 43 , 13 ) (33, 150, 243)
( 43 , 14 ) (33, 150, 243)
( 43 , 15 ) (33, 150, 243)
( 43 , 16 ) (0, 0, 0)
( 43 , 17 ) (0, 0, 0)
( 43 , 18 ) (21, 101, 192)
( 43 , 19 ) (21, 101, 192)
( 43 , 20 ) (21, 101, 192)
( 43 , 21 ) (21, 101, 192)
( 43 , 22 ) (21, 101, 192)
( 43 , 23 ) (21, 101, 192)
( 43 , 24 ) (21, 101, 192)
( 43 , 25 ) (21, 101, 192)
( 43 , 26 ) (21, 101, 192)
( 43 , 27 ) (21, 101, 192)
( 43 , 28 ) (21, 101, 192)
( 43 , 29 ) (21, 101, 192)
( 43 , 30 ) (0, 0, 0)
( 43 , 31 ) (0, 0, 0)
( 43 , 32 ) (124, 179, 66)
